district,month,ipc_trials,ipc_convictions,ipc_acquitted,sll_trials,sll_convictions,sll_acquitted,nonmv_trials,nonmv_convictions,nonmv_acquitted,mv_trials,mv_convictions,mv_acquitted,speedy_trial_cases,judgement_date,punishment
Puri,2023-03,18,7,9,32,13,7,0,0,0,119,84,20,4,2023-03-27,3 years Rigorous Imprisonment
Balasore,2023-03,39,7,22,52,27,16,0,0,0,143,99,15,2,2023-03-17,1 year Probation
Rourkela,2023-03,36,10,19,58,27,31,0,0,0,218,198,15,8,2023-03-05,6 months RI
Mayurbhanj,2023-03,15,4,7,13,6,5,0,0,0,66,46,5,0,2023-03-03,"5 years RI + Rs. 10,000 fine"
Cuttack,2023-03,46,13,29,81,31,47,0,0,0,271,230,32,6,2023-03-21,3 years Rigorous Imprisonment
Kalahandi,2023-03,9,2,4,17,9,5,0,0,0,62,53,9,0,2023-03-18,1 year Probation
Bhubaneswar,2023-04,63,16,20,87,48,22,0,0,0,315,270,17,4,2023-04-14,Fine of Rs. 5000
Ganjam,2023-04,33,10,11,41,13,18,0,0,0,182,139,29,7,2023-04-13,Fine of Rs. 5000
Koraput,2023-04,15,4,7,19,9,9,0,0,0,84,54,13,1,2023-04-04,3 years Rigorous Imprisonment
Sambalpur,2023-04,41,8,26,46,16,26,0,0,0,149,109,27,1,2023-04-06,6 months RI
Puri,2023-04,38,6,19,40,17,13,0,0,0,123,91,18,3,2023-04-10,2 years RI + Rs. 5000 fine
Balasore,2023-04,21,5,16,40,15,19,0,0,0,140,93,21,2,2023-04-23,Acquitted
Rourkela,2023-04,39,9,30,92,30,45,0,0,0,234,178,23,3,2023-04-19,Acquitted
Mayurbhanj,2023-04,14,2,7,19,6,7,0,0,0,67,61,6,0,2023-04-25,Acquitted
Cuttack,2023-04,48,19,28,77,34,27,0,0,0,288,211,40,5,2023-04-13,6 months RI
Kalahandi,2023-04,10,0,3,15,6,3,0,0,0,55,39,9,1,2023-04-28,6 months RI
Bhubaneswar,2023-05,63,21,24,94,31,38,0,0,0,287,219,38,5,2023-05-18,2 years RI + Rs. 5000 fine
Ganjam,2023-05,39,10,20,38,19,12,0,0,0,171,124,29,4,2023-05-16,"5 years RI + Rs. 10,000 fine"
Koraput,2023-05,30,6,16,27,9,8,0,0,0,90,63,3,1,2023-05-17,3 years Rigorous Imprisonment
Sambalpur,2023-05,31,8,18,49,22,21,0,0,0,149,136,11,3,2023-05-21,2 years RI + Rs. 5000 fine
Puri,2023-05,25,7,12,44,16,25,0,0,0,105,93,4,2,2023-05-13,"5 years RI + Rs. 10,000 fine"
Balasore,2023-05,38,3,16,47,15,21,0,0,0,138,119,7,3,2023-05-25,Fine of Rs. 5000
Rourkela,2023-05,40,17,21,53,18,21,0,0,0,223,187,7,7,2023-05-27,1 year Probation
Mayurbhanj,2023-05,13,3,5,26,13,13,0,0,0,78,61,13,1,2023-05-26,Fine of Rs. 5000
Cuttack,2023-05,54,8,33,83,32,27,0,0,0,258,181,34,2,2023-05-28,Fine of Rs. 5000
Kalahandi,2023-05,8,0,3,12,3,4,0,0,0,59,47,4,0,2023-05-07,1 year Probation
Bhubaneswar,2023-06,53,10,30,89,47,25,0,0,0,301,247,28,0,2023-06-16,Fine of Rs. 5000
Ganjam,2023-06,33,7,23,51,19,16,0,0,0,186,140,35,2,2023-06-10,Fine of Rs. 5000
Koraput,2023-06,22,3,8,24,14,7,0,0,0,107,83,16,0,2023-06-23,Acquitted
Sambalpur,2023-06,32,6,10,42,21,14,0,0,0,164,130,6,5,2023-06-20,6 months RI
Puri,2023-06,18,4,14,43,24,19,0,0,0,116,98,14,3,2023-06-16,Acquitted
Balasore,2023-06,34,5,21,46,30,14,0,0,0,146,113,18,0,2023-06-01,Fine of Rs. 5000
Rourkela,2023-06,42,11,18,60,29,15,0,0,0,251,195,18,4,2023-06-01,1 year Probation
Mayurbhanj,2023-06,7,1,4,24,8,11,0,0,0,58,39,5,3,2023-06-03,"5 years RI + Rs. 10,000 fine"
Cuttack,2023-06,65,15,47,94,38,51,0,0,0,260,186,18,5,2023-06-21,"5 years RI + Rs. 10,000 fine"
Kalahandi,2023-06,6,1,5,15,4,5,0,0,0,68,53,5,0,2023-06-07,"5 years RI + Rs. 10,000 fine"
Bhubaneswar,2023-07,71,13,43,90,44,24,0,0,0,322,258,48,5,2023-07-05,6 months RI
Ganjam,2023-07,34,12,21,49,26,16,0,0,0,179,158,9,2,2023-07-21,6 months RI
Koraput,2023-07,13,2,5,25,10,6,0,0,0,76,63,4,1,2023-07-11,Acquitted
Sambalpur,2023-07,31,7,21,53,25,18,0,0,0,150,111,12,1,2023-07-10,2 years RI + Rs. 5000 fine
Puri,2023-07,24,5,14,50,18,20,0,0,0,112,97,14,5,2023-07-22,Acquitted
Balasore,2023-07,30,9,17,40,22,18,0,0,0,148,116,12,3,2023-07-28,Acquitted
Rourkela,2023-07,51,20,24,72,27,20,0,0,0,223,176,9,2,2023-07-12,1 year Probation
Mayurbhanj,2023-07,16,7,9,18,8,6,0,0,0,75,60,15,1,2023-07-02,Fine of Rs. 5000
Cuttack,2023-07,63,20,32,84,33,16,0,0,0,272,218,39,4,2023-07-08,3 years Rigorous Imprisonment
Kalahandi,2023-07,7,2,3,20,4,3,0,0,0,51,47,2,1,2023-07-15,2 years RI + Rs. 5000 fine
Bhubaneswar,2023-08,52,15,32,83,21,32,0,0,0,287,234,23,6,2023-08-13,6 months RI
Ganjam,2023-08,39,14,19,70,27,29,0,0,0,178,113,9,7,2023-08-14,Acquitted
Koraput,2023-08,20,3,13,18,5,7,0,0,0,74,60,9,1,2023-08-28,3 years Rigorous Imprisonment
Sambalpur,2023-08,28,10,14,46,18,19,0,0,0,151,117,12,1,2023-08-07,1 year Probation
Puri,2023-08,24,4,8,47,17,25,0,0,0,131,99,9,5,2023-08-13,Fine of Rs. 5000
Balasore,2023-08,23,5,18,48,19,23,0,0,0,142,116,14,2,2023-08-20,"5 years RI + Rs. 10,000 fine"
Rourkela,2023-08,47,18,27,72,34,26,0,0,0,222,156,37,5,2023-08-04,Acquitted
Mayurbhanj,2023-08,13,1,6,21,8,8,0,0,0,54,39,7,2,2023-08-18,Acquitted
Cuttack,2023-08,51,7,25,85,26,37,0,0,0,270,211,49,5,2023-08-22,2 years RI + Rs. 5000 fine
Kalahandi,2023-08,12,1,3,15,7,6,0,0,0,58,40,7,1,2023-08-11,Acquitted
Bhubaneswar,2023-09,60,17,25,76,25,30,0,0,0,294,234,25,3,2023-09-08,Fine of Rs. 5000
Ganjam,2023-09,31,8,16,51,25,16,0,0,0,167,135,24,1,2023-09-18,"5 years RI + Rs. 10,000 fine"
Koraput,2023-09,14,5,6,28,15,13,0,0,0,70,48,5,1,2023-09-07,3 years Rigorous Imprisonment
Sambalpur,2023-09,30,12,16,38,20,13,0,0,0,150,116,6,2,2023-09-09,"5 years RI + Rs. 10,000 fine"
Puri,2023-09,33,5,18,33,10,15,0,0,0,118,79,17,1,2023-09-19,Fine of Rs. 5000
Balasore,2023-09,24,6,8,37,17,14,0,0,0,139,122,13,2,2023-09-22,Acquitted
Rourkela,2023-09,42,15,23,64,29,28,0,0,0,228,183,10,2,2023-09-09,"5 years RI + Rs. 10,000 fine"
Mayurbhanj,2023-09,19,3,12,22,6,7,0,0,0,58,42,4,1,2023-09-14,Acquitted
Cuttack,2023-09,69,25,38,77,20,31,0,0,0,265,236,10,5,2023-09-17,"5 years RI + Rs. 10,000 fine"
Kalahandi,2023-09,6,1,5,27,8,10,0,0,0,61,41,1,1,2023-09-19,3 years Rigorous Imprisonment
Bhubaneswar,2023-10,62,23,26,82,47,21,0,0,0,309,230,55,5,2023-10-21,3 years Rigorous Imprisonment
Ganjam,2023-10,48,16,22,50,24,19,0,0,0,190,166,16,2,2023-10-14,Acquitted
Koraput,2023-10,22,6,11,20,8,4,0,0,0,89,84,5,0,2023-10-08,Fine of Rs. 5000
Sambalpur,2023-10,30,9,16,48,19,22,0,0,0,159,109,18,2,2023-10-26,6 months RI
Puri,2023-10,16,4,11,38,12,16,0,0,0,117,93,10,1,2023-10-25,1 year Probation
Balasore,2023-10,31,12,17,45,20,21,0,0,0,164,156,8,2,2023-10-03,1 year Probation
Rourkela,2023-10,38,9,19,59,24,24,0,0,0,223,197,26,2,2023-10-16,6 months RI
Mayurbhanj,2023-10,12,2,3,26,10,15,0,0,0,74,54,5,4,2023-10-07,Fine of Rs. 5000
Cuttack,2023-10,64,16,28,96,47,29,0,0,0,283,253,9,2,2023-10-06,3 years Rigorous Imprisonment
Kalahandi,2023-10,12,3,7,20,9,6,0,0,0,56,49,7,1,2023-10-24,2 years RI + Rs. 5000 fine
Bhubaneswar,2023-11,64,9,40,86,38,34,0,0,0,297,239,20,5,2023-11-23,Acquitted
Ganjam,2023-11,32,11,16,52,32,16,0,0,0,164,154,10,6,2023-11-14,Fine of Rs. 5000
Koraput,2023-11,12,2,8,26,12,12,0,0,0,99,93,6,1,2023-11-10,6 months RI
Sambalpur,2023-11,29,8,12,45,24,13,0,0,0,149,123,16,6,2023-11-03,"5 years RI + Rs. 10,000 fine"
Puri,2023-11,29,11,15,36,15,11,0,0,0,130,108,22,1,2023-11-17,Fine of Rs. 5000
Balasore,2023-11,28,6,15,37,14,17,0,0,0,124,85,6,2,2023-11-02,Fine of Rs. 5000
Rourkela,2023-11,45,7,18,72,34,38,0,0,0,228,167,28,6,2023-11-11,1 year Probation
Mayurbhanj,2023-11,8,1,7,23,11,8,0,0,0,62,50,12,3,2023-11-21,3 years Rigorous Imprisonment
Cuttack,2023-11,58,17,23,73,28,41,0,0,0,279,199,29,6,2023-11-06,Acquitted
Kalahandi,2023-11,8,3,5,18,10,6,0,0,0,61,39,5,2,2023-11-10,Fine of Rs. 5000
Bhubaneswar,2023-12,57,19,38,81,39,36,0,0,0,284,244,27,4,2023-12-10,3 years Rigorous Imprisonment
Ganjam,2023-12,37,16,17,48,25,12,0,0,0,190,138,27,1,2023-12-28,3 years Rigorous Imprisonment
Koraput,2023-12,18,3,9,17,6,8,0,0,0,95,87,8,2,2023-12-15,Acquitted
Sambalpur,2023-12,32,10,22,42,14,15,0,0,0,152,136,10,1,2023-12-15,Acquitted
Puri,2023-12,19,8,11,30,12,11,0,0,0,127,109,3,3,2023-12-08,1 year Probation
Balasore,2023-12,29,11,15,37,15,12,0,0,0,156,103,25,2,2023-12-16,2 years RI + Rs. 5000 fine
Rourkela,2023-12,50,22,26,62,32,29,0,0,0,230,178,39,9,2023-12-11,3 years Rigorous Imprisonment
Mayurbhanj,2023-12,8,0,3,27,14,7,0,0,0,66,50,5,1,2023-12-17,2 years RI + Rs. 5000 fine
Cuttack,2023-12,50,7,25,87,39,29,0,0,0,271,194,40,10,2023-12-18,1 year Probation
Kalahandi,2023-12,16,3,8,14,5,9,0,0,0,65,53,12,0,2023-12-20,1 year Probation
Bhubaneswar,2024-01,77,14,45,114,60,39,0,0,0,326,238,40,6,2024-01-01,Acquitted
Ganjam,2024-01,49,13,17,54,23,24,0,0,0,183,137,26,6,2024-01-23,2 years RI + Rs. 5000 fine
Koraput,2024-01,9,2,7,26,10,9,0,0,0,108,92,6,1,2024-01-18,6 months RI
Sambalpur,2024-01,20,4,15,40,23,13,0,0,0,165,142,6,1,2024-01-08,6 months RI
Puri,2024-01,29,8,13,44,14,20,0,0,0,140,116,11,1,2024-01-01,1 year Probation
Balasore,2024-01,35,12,20,41,14,18,0,0,0,150,128,11,4,2024-01-28,Acquitted
Rourkela,2024-01,48,12,25,66,32,14,0,0,0,249,191,36,4,2024-01-19,1 year Probation
Mayurbhanj,2024-01,17,5,8,25,6,8,0,0,0,72,57,7,2,2024-01-13,Fine of Rs. 5000
Cuttack,2024-01,69,14,41,86,40,25,0,0,0,284,207,52,3,2024-01-25,2 years RI + Rs. 5000 fine
Kalahandi,2024-01,9,2,6,20,8,12,0,0,0,57,40,7,2,2024-01-23,Acquitted
Bhubaneswar,2024-02,57,10,21,77,47,24,0,0,0,312,214,51,2,2024-02-23,"5 years RI + Rs. 10,000 fine"
Ganjam,2024-02,39,11,25,46,15,18,0,0,0,196,167,22,3,2024-02-01,1 year Probation
Koraput,2024-02,17,3,5,23,12,8,0,0,0,72,55,7,3,2024-02-24,Acquitted
Sambalpur,2024-02,32,13,19,33,17,11,0,0,0,147,114,9,4,2024-02-04,"5 years RI + Rs. 10,000 fine"
Puri,2024-02,26,8,18,33,11,6,0,0,0,128,121,7,3,2024-02-27,2 years RI + Rs. 5000 fine
Balasore,2024-02,24,3,12,38,19,15,0,0,0,138,110,9,2,2024-02-04,Fine of Rs. 5000
Rourkela,2024-02,45,15,23,61,32,19,0,0,0,206,160,34,7,2024-02-07,6 months RI
Mayurbhanj,2024-02,15,2,12,19,11,8,0,0,0,72,57,4,3,2024-02-15,3 years Rigorous Imprisonment
Cuttack,2024-02,49,12,23,53,23,20,0,0,0,305,280,17,3,2024-02-24,2 years RI + Rs. 5000 fine
Kalahandi,2024-02,14,2,5,18,6,3,0,0,0,62,42,7,2,2024-02-01,6 months RI
Bhubaneswar,2024-03,54,16,17,93,39,47,0,0,0,272,212,36,7,2024-03-04,1 year Probation
Ganjam,2024-03,37,9,26,42,17,8,0,0,0,187,159,14,5,2024-03-01,6 months RI
Koraput,2024-03,9,1,5,12,1,1,0,0,0,75,59,5,0,2024-03-06,1 year Probation
Sambalpur,2024-03,37,8,14,43,15,19,0,0,0,146,118,11,1,2024-03-21,6 months RI
Puri,2024-03,17,2,8,40,25,13,0,0,0,109,93,5,1,2024-03-07,"5 years RI + Rs. 10,000 fine"
Balasore,2024-03,28,9,10,33,18,11,0,0,0,136,114,5,2,2024-03-05,6 months RI
Rourkela,2024-03,37,13,18,56,32,14,0,0,0,228,188,15,5,2024-03-27,"5 years RI + Rs. 10,000 fine"
Mayurbhanj,2024-03,18,7,11,20,8,12,0,0,0,74,63,11,1,2024-03-18,Fine of Rs. 5000
Cuttack,2024-03,56,18,28,92,37,27,0,0,0,306,211,37,4,2024-03-08,2 years RI + Rs. 5000 fine
Kalahandi,2024-03,8,1,3,19,5,8,0,0,0,63,49,11,1,2024-03-07,"5 years RI + Rs. 10,000 fine"
Bhubaneswar,2024-04,69,8,32,96,38,25,0,0,0,288,202,46,6,2024-04-06,Acquitted
Ganjam,2024-04,42,18,22,34,20,11,0,0,0,165,124,8,3,2024-04-05,Acquitted
Koraput,2024-04,14,1,5,20,5,8,0,0,0,68,59,9,2,2024-04-09,2 years RI + Rs. 5000 fine
Sambalpur,2024-04,27,9,12,57,17,19,0,0,0,144,120,6,5,2024-04-03,Fine of Rs. 5000
Puri,2024-04,26,7,9,33,10,10,0,0,0,121,83,18,2,2024-04-20,"5 years RI + Rs. 10,000 fine"
Balasore,2024-04,28,6,8,47,24,23,0,0,0,140,103,24,2,2024-04-19,1 year Probation
Rourkela,2024-04,42,11,15,59,20,22,0,0,0,232,209,17,3,2024-04-24,"5 years RI + Rs. 10,000 fine"
Mayurbhanj,2024-04,14,3,11,18,4,7,0,0,0,63,41,6,2,2024-04-10,2 years RI + Rs. 5000 fine
Cuttack,2024-04,51,14,30,63,31,27,0,0,0,285,191,41,5,2024-04-01,6 months RI
Kalahandi,2024-04,7,2,5,17,8,4,0,0,0,66,45,10,0,2024-04-20,1 year Probation
Bhubaneswar,2024-05,53,16,26,81,30,41,0,0,0,325,283,27,4,2024-05-25,6 months RI
Ganjam,2024-05,32,4,17,60,29,24,0,0,0,185,159,11,6,2024-05-13,6 months RI
Koraput,2024-05,16,3,12,32,11,13,0,0,0,76,63,10,0,2024-05-04,2 years RI + Rs. 5000 fine
Sambalpur,2024-05,23,7,9,47,21,18,0,0,0,162,131,9,2,2024-05-20,Acquitted
Puri,2024-05,29,8,10,48,21,14,0,0,0,124,118,4,1,2024-05-26,"5 years RI + Rs. 10,000 fine"
Balasore,2024-05,33,13,19,41,17,16,0,0,0,137,125,6,3,2024-05-05,3 years Rigorous Imprisonment
Rourkela,2024-05,40,12,20,66,32,27,0,0,0,233,177,18,7,2024-05-12,"5 years RI + Rs. 10,000 fine"
Mayurbhanj,2024-05,14,4,10,21,9,12,0,0,0,65,47,8,2,2024-05-12,2 years RI + Rs. 5000 fine
Cuttack,2024-05,61,17,22,78,24,32,0,0,0,301,241,33,9,2024-05-23,"5 years RI + Rs. 10,000 fine"
Kalahandi,2024-05,11,3,6,18,8,6,0,0,0,50,42,8,0,2024-05-23,2 years RI + Rs. 5000 fine
Bhubaneswar,2024-06,54,17,26,85,51,32,0,0,0,322,298,9,5,2024-06-18,3 years Rigorous Imprisonment
Ganjam,2024-06,33,7,15,55,32,19,0,0,0,185,150,27,1,2024-06-24,3 years Rigorous Imprisonment
Koraput,2024-06,11,3,7,22,6,10,0,0,0,77,60,6,1,2024-06-03,2 years RI + Rs. 5000 fine
Sambalpur,2024-06,28,4,15,38,14,16,0,0,0,146,85,16,1,2024-06-09,Acquitted
Puri,2024-06,27,4,17,42,15,21,0,0,0,115,96,19,1,2024-06-08,2 years RI + Rs. 5000 fine
Balasore,2024-06,27,11,16,39,15,21,0,0,0,117,89,16,2,2024-06-27,6 months RI
Rourkela,2024-06,29,10,12,66,32,22,0,0,0,217,186,31,3,2024-06-12,6 months RI
Mayurbhanj,2024-06,10,3,6,22,9,11,0,0,0,67,61,5,4,2024-06-19,"5 years RI + Rs. 10,000 fine"
Cuttack,2024-06,53,7,28,87,48,26,0,0,0,280,237,18,4,2024-06-02,1 year Probation
Kalahandi,2024-06,10,4,6,15,6,7,0,0,0,59,50,3,1,2024-06-17,1 year Probation
Bhubaneswar,2024-07,66,18,31,96,46,36,0,0,0,283,242,30,4,2024-07-14,Fine of Rs. 5000
Ganjam,2024-07,45,11,26,54,14,21,0,0,0,183,129,31,3,2024-07-08,6 months RI
Koraput,2024-07,19,4,8,22,11,11,0,0,0,81,63,5,0,2024-07-08,Fine of Rs. 5000
Sambalpur,2024-07,41,13,17,40,24,11,0,0,0,140,120,6,4,2024-07-28,6 months RI
Puri,2024-07,19,6,9,39,18,21,0,0,0,120,76,19,4,2024-07-24,6 months RI
Balasore,2024-07,25,4,13,51,32,14,0,0,0,144,122,7,5,2024-07-16,2 years RI + Rs. 5000 fine
Rourkela,2024-07,45,12,25,62,23,28,0,0,0,241,164,40,1,2024-07-20,6 months RI
Mayurbhanj,2024-07,10,1,2,23,10,9,0,0,0,75,53,7,1,2024-07-01,6 months RI
Cuttack,2024-07,47,13,19,92,52,26,0,0,0,266,183,31,7,2024-07-28,Acquitted
Kalahandi,2024-07,12,2,10,21,10,11,0,0,0,65,52,8,2,2024-07-19,2 years RI + Rs. 5000 fine
Bhubaneswar,2024-08,64,21,23,89,49,31,0,0,0,300,252,14,6,2024-08-13,1 year Probation
Ganjam,2024-08,39,7,22,55,30,17,0,0,0,194,167,14,5,2024-08-20,Fine of Rs. 5000
Koraput,2024-08,23,5,11,30,10,10,0,0,0,83,62,2,1,2024-08-14,Fine of Rs. 5000
Sambalpur,2024-08,26,5,11,41,11,16,0,0,0,128,93,18,4,2024-08-08,Acquitted
Puri,2024-08,24,8,11,33,10,12,0,0,0,123,104,13,2,2024-08-22,Acquitted
Balasore,2024-08,33,5,17,42,23,17,0,0,0,124,118,5,3,2024-08-03,Acquitted
Rourkela,2024-08,32,7,21,55,33,22,0,0,0,213,175,16,2,2024-08-11,"5 years RI + Rs. 10,000 fine"
Mayurbhanj,2024-08,16,3,10,18,12,6,0,0,0,64,38,9,6,2024-08-14,2 years RI + Rs. 5000 fine
Cuttack,2024-08,47,10,26,95,32,37,0,0,0,273,184,39,4,2024-08-18,6 months RI
Kalahandi,2024-08,13,3,6,26,7,6,0,0,0,47,34,8,0,2024-08-14,"5 years RI + Rs. 10,000 fine"
Bhubaneswar,2024-09,59,17,30,75,25,35,0,0,0,292,213,41,8,2024-09-22,Acquitted
Ganjam,2024-09,38,14,20,66,35,22,0,0,0,168,137,29,0,2024-09-24,3 years Rigorous Imprisonment
Koraput,2024-09,16,3,9,18,8,10,0,0,0,80,71,6,4,2024-09-12,3 years Rigorous Imprisonment
Sambalpur,2024-09,38,8,23,50,23,17,0,0,0,171,135,25,4,2024-09-21,2 years RI + Rs. 5000 fine
Puri,2024-09,27,7,18,41,13,16,0,0,0,116,92,14,0,2024-09-24,6 months RI
Balasore,2024-09,23,3,12,42,16,17,0,0,0,129,100,9,3,2024-09-26,2 years RI + Rs. 5000 fine
Rourkela,2024-09,43,14,23,72,42,29,0,0,0,250,224,17,2,2024-09-01,2 years RI + Rs. 5000 fine
Mayurbhanj,2024-09,9,1,2,28,11,17,0,0,0,64,44,5,0,2024-09-23,6 months RI
Cuttack,2024-09,67,19,23,74,30,24,0,0,0,291,222,31,9,2024-09-08,Acquitted
Kalahandi,2024-09,12,5,7,8,1,3,0,0,0,62,48,3,1,2024-09-23,1 year Probation
Bhubaneswar,2024-10,67,22,24,91,52,35,0,0,0,314,247,28,5,2024-10-22,Acquitted
Ganjam,2024-10,34,14,17,47,23,12,0,0,0,181,130,24,4,2024-10-22,Fine of Rs. 5000
Koraput,2024-10,13,2,6,20,7,4,0,0,0,78,53,10,2,2024-10-26,6 months RI
Sambalpur,2024-10,27,9,12,46,29,16,0,0,0,155,121,6,1,2024-10-04,Acquitted
Puri,2024-10,20,3,8,40,22,18,0,0,0,120,86,10,2,2024-10-16,Fine of Rs. 5000
Balasore,2024-10,33,5,16,48,19,14,0,0,0,136,104,13,5,2024-10-12,1 year Probation
Rourkela,2024-10,36,7,26,57,19,27,0,0,0,215,180,20,3,2024-10-07,Acquitted
Mayurbhanj,2024-10,10,3,5,31,12,13,0,0,0,64,47,7,2,2024-10-01,3 years Rigorous Imprisonment
Cuttack,2024-10,47,12,25,81,29,34,0,0,0,288,220,41,2,2024-10-13,Fine of Rs. 5000
Kalahandi,2024-10,10,1,3,13,8,5,0,0,0,47,37,3,1,2024-10-25,3 years Rigorous Imprisonment
Bhubaneswar,2024-11,65,22,28,82,31,28,0,0,0,295,252,43,6,2024-11-19,2 years RI + Rs. 5000 fine
Ganjam,2024-11,27,4,6,47,19,18,0,0,0,164,112,27,2,2024-11-12,2 years RI + Rs. 5000 fine
Koraput,2024-11,23,9,14,19,8,6,0,0,0,96,87,9,1,2024-11-23,Fine of Rs. 5000
Sambalpur,2024-11,38,13,21,39,14,21,0,0,0,155,122,24,4,2024-11-08,Fine of Rs. 5000
Puri,2024-11,22,3,5,40,22,15,0,0,0,115,86,20,1,2024-11-20,2 years RI + Rs. 5000 fine
Balasore,2024-11,32,12,15,45,13,20,0,0,0,132,88,16,3,2024-11-26,"5 years RI + Rs. 10,000 fine"
Rourkela,2024-11,48,9,24,55,34,18,0,0,0,206,164,12,4,2024-11-07,2 years RI + Rs. 5000 fine
Mayurbhanj,2024-11,13,2,6,17,7,5,0,0,0,58,40,6,2,2024-11-28,Acquitted
Cuttack,2024-11,49,15,19,78,38,25,0,0,0,276,255,17,6,2024-11-15,6 months RI
Kalahandi,2024-11,15,5,8,14,3,5,0,0,0,63,55,8,3,2024-11-26,2 years RI + Rs. 5000 fine
Bhubaneswar,2024-12,61,12,34,92,45,37,0,0,0,286,239,44,3,2024-12-25,Fine of Rs. 5000
Ganjam,2024-12,45,20,23,39,11,17,0,0,0,180,152,28,6,2024-12-18,3 years Rigorous Imprisonment
Koraput,2024-12,17,4,12,17,6,10,0,0,0,94,65,12,2,2024-12-19,Acquitted
Sambalpur,2024-12,29,9,15,54,28,23,0,0,0,156,107,16,4,2024-12-08,2 years RI + Rs. 5000 fine
Puri,2024-12,27,7,9,37,11,8,0,0,0,137,114,23,2,2024-12-11,Fine of Rs. 5000
Balasore,2024-12,29,9,11,38,12,12,0,0,0,125,109,5,6,2024-12-11,Acquitted
Rourkela,2024-12,39,17,22,60,27,21,0,0,0,226,182,7,10,2024-12-14,Fine of Rs. 5000
Mayurbhanj,2024-12,10,2,5,13,2,4,0,0,0,62,57,5,1,2024-12-21,1 year Probation
Cuttack,2024-12,67,23,28,77,22,24,0,0,0,298,233,49,3,2024-12-08,6 months RI
Kalahandi,2024-12,10,2,7,21,14,7,0,0,0,61,40,9,0,2024-12-23,1 year Probation
Bhubaneswar,2025-01,52,18,22,87,27,38,0,0,0,294,248,27,6,2025-01-09,1 year Probation
Ganjam,2025-01,42,8,25,50,32,14,0,0,0,198,153,24,3,2025-01-28,6 months RI
Koraput,2025-01,15,5,7,26,11,15,0,0,0,72,60,8,1,2025-01-24,2 years RI + Rs. 5000 fine
Sambalpur,2025-01,29,7,19,50,31,17,0,0,0,138,119,18,7,2025-01-03,6 months RI
Puri,2025-01,22,7,15,26,9,6,0,0,0,103,94,9,3,2025-01-28,Acquitted
Balasore,2025-01,21,3,9,50,12,18,0,0,0,121,82,19,2,2025-01-21,"5 years RI + Rs. 10,000 fine"
Rourkela,2025-01,37,17,20,68,39,19,0,0,0,223,157,27,0,2025-01-16,2 years RI + Rs. 5000 fine
Mayurbhanj,2025-01,12,3,9,20,4,7,0,0,0,66,53,11,2,2025-01-04,"5 years RI + Rs. 10,000 fine"
Cuttack,2025-01,61,14,45,54,25,16,0,0,0,275,228,19,10,2025-01-13,Fine of Rs. 5000
Kalahandi,2025-01,16,3,6,28,8,10,0,0,0,66,59,7,0,2025-01-17,Acquitted
Bhubaneswar,2025-02,58,20,22,101,36,41,0,0,0,312,229,51,6,2025-02-27,6 months RI
Ganjam,2025-02,29,6,20,64,16,24,0,0,0,179,150,21,6,2025-02-04,"5 years RI + Rs. 10,000 fine"
Koraput,2025-02,12,2,6,21,9,6,0,0,0,68,56,4,3,2025-02-14,2 years RI + Rs. 5000 fine
Sambalpur,2025-02,31,6,14,42,15,13,0,0,0,155,105,25,2,2025-02-11,2 years RI + Rs. 5000 fine
Puri,2025-02,21,3,13,52,23,20,0,0,0,134,119,11,2,2025-02-14,2 years RI + Rs. 5000 fine
Balasore,2025-02,28,3,14,42,8,11,0,0,0,145,136,9,2,2025-02-18,Fine of Rs. 5000
Rourkela,2025-02,41,12,19,71,27,32,0,0,0,207,163,20,3,2025-02-14,Fine of Rs. 5000
Mayurbhanj,2025-02,16,5,8,24,8,10,0,0,0,77,67,5,0,2025-02-13,Acquitted
Cuttack,2025-02,62,20,23,75,45,21,0,0,0,286,242,30,5,2025-02-20,2 years RI + Rs. 5000 fine
Kalahandi,2025-02,12,4,5,14,6,8,0,0,0,74,71,3,1,2025-02-28,6 months RI
Bhubaneswar,2025-03,58,7,27,113,56,42,0,0,0,339,313,8,4,2025-03-09,"5 years RI + Rs. 10,000 fine"
Ganjam,2025-03,39,13,24,69,25,20,0,0,0,183,139,28,1,2025-03-16,1 year Probation
Koraput,2025-03,17,3,11,25,15,8,0,0,0,98,81,17,0,2025-03-05,1 year Probation
Sambalpur,2025-03,19,5,9,48,13,19,0,0,0,144,99,23,2,2025-03-19,3 years Rigorous Imprisonment
Puri,2025-03,24,8,12,29,9,9,0,0,0,109,93,8,2,2025-03-28,1 year Probation
Balasore,2025-03,25,5,13,45,18,27,0,0,0,144,116,17,3,2025-03-02,2 years RI + Rs. 5000 fine
Rourkela,2025-03,35,11,23,56,28,28,0,0,0,218,190,10,6,2025-03-17,1 year Probation
Mayurbhanj,2025-03,9,3,4,25,7,8,0,0,0,68,49,7,1,2025-03-01,Fine of Rs. 5000
Cuttack,2025-03,60,14,46,101,38,46,0,0,0,251,209,12,9,2025-03-02,Fine of Rs. 5000
Kalahandi,2025-03,21,5,12,21,9,12,0,0,0,69,44,4,2,2025-03-22,Fine of Rs. 5000
Bhubaneswar,2025-04,60,18,29,99,47,24,0,0,0,295,241,26,6,2025-04-15,Fine of Rs. 5000
Ganjam,2025-04,27,4,16,48,18,10,0,0,0,189,137,30,7,2025-04-07,"5 years RI + Rs. 10,000 fine"
